	正解	予測	予測確率(ポジティブ)	単語列
1407	1	0	0.26542382044563084	includ fair share dumb drug joke predict slapstick orang counti far funnier seem right
1408	0	0	0.28768220258741445	reason keep see movi roughli peopl everi year mani keep go embarrass stupid warn
1409	1	1	0.8532970916566721	movi alway easi look inde duti art reflect life leigh creat master piec artistri right
1410	1	1	0.8288839445075308	hilari romant comedi
1411	0	1	0.6811511124556654	smack pure commerci motiv great love origin
1412	0	0	0.28214734105034245	filmmak ivan princ fellow come across shallow glib mean spirit indic respons put togeth movi particular valu merit
1413	0	0	0.15133664253521445	feel bad king honestli tri schwartzman shoot foot
1414	0	0	0.4142285314393832	clich escap perfervid treatment gang warfar call ce wild
1415	0	0	0.3141492993033349	seem get anywher stori center
1416	1	1	0.7786459465629706	beauti cold oddli color plain otherworldli freaki bit art scare delight imag
1417	1	1	0.5457184707704164	film headi yet far impenetr theori suggest russian take comfort close nationalist realiti
1418	1	1	0.8109212684304826	beauti craft cooli unsettl recreat atmospher crime expertli
1419	1	0	0.4760910041654862	effect tepid biopic
1420	1	0	0.4692267309227794	base dave barri popular book name movi benefit real writer plot charact move overlap stori
1421	1	1	0.7015393269928116	brave sweetli render love stori
1422	1	1	0.783606834625331	offbeat treat poke fun democrat exercis also examin signific take part
1423	1	1	0.5537431728823855	ramsay ratcatch remain filmmak acid viewpoint real gift teas chilli poetri life set otherwis seem drab sordid
1424	0	1	0.6758509436847587	writh dialogu differ world tonight maid lie schlock fill fairi tale hit new depth unorigin predict
1425	0	0	0.47985487800307586	number patient doctor pic cover usual ground
1426	1	1	0.8541880130092101	arteta direct best ensembl cast year
1427	1	1	0.6731827279516361	tone rueful compass reverber film mean impact sadli heighten current world event
1428	1	1	0.9252323479809116	funni enjoy
1429	0	1	0.6586988109697501	mention set design interior haunt vessel effect creepi moodili light
1430	0	0	0.4599211180416661	waterboy
1431	0	1	0.7039521804807919	take somewher like see exot surfac exot danc surprisingli old fashion
1432	1	1	0.7150627167648713	togeth time human resourc establish mo cantet franc foremost cinemat poet workplac
1433	1	1	0.5194651271869911	katz documentari much panach materi rich need
1434	1	1	0.6660095516608411	honest sensit stori vietnames point view
1435	1	1	0.8368306090322426	jackson co bring valu respect term epic cinema
1436	1	1	0.5023919429771083	suggest wide rang effect media manipul kind report supposedli liber media intim ultim tragic heartach maverick individu hatfield hick
1437	1	1	0.9385224875552253	bittersweet film simpl form rich human event
1438	1	1	0.721871753868493	stylish cast clever scrip solut help chicago make transit stage screen consider appeal intact
1439	1	0	0.3031871726316258	convers effort much write genuin witti star appeal enough probabl good shot holli wood career want
1440	1	1	0.6474273752130069	dark wonder funni moment care charact action special effect first rate
1441	1	1	0.751384521167952	schmidt nicholson goofi heartfelt mesmer king lear
1442	1	1	0.577000869865962	cedar take open mind approach sensit materi show impress control visual write
1443	0	0	0.13761053464357886	accus kung pow misfir exactli want atroci mind numbingli indescrib bad movi unfortun prefer simpl misfir
1444	1	1	0.7852120331483297	fantast educ documentari
1445	1	1	0.7253097325921207	actress simpli dazzl particularli balk final give part worthi consider talent
1446	1	1	0.872616997342302	old form moviemak best
1447	1	1	0.6814935408084907	love open scene wintri new york citi cinemat poetri showcas citi old world charm machin chang nearli
1448	0	0	0.158157326332341	non-britney person surviv screen littl harm mayb last minut maudlin school special imagin
1449	0	1	0.5018757873092085	plod look french revolut eye aristocrat
1450	1	0	0.4696583032771736	realli surpris wisegirl low key qualiti genuin tender
1451	0	1	0.5311553353049474	anti-human big studio pictur mile graceland
1452	1	1	0.6663706998860578	best way describ cross paul thoma anderson magnolia david lynch mulholland dr
1453	0	1	0.5866025291193252	watch troubl everi day least know come bite look juici delici plum hot summer day come away mouth full rotten pulp live worm
1454	0	0	0.4674904692235579	advantag postapocalypt set make cheap rock pile set reign fire disadvantag also look cheap
1455	0	1	0.6012893007581599	well groupi scholar peter bogdanovich take long time final provid broadsid publish giant william randolph hearst
1456	1	1	0.6042262239749535	intens person yet quill deftli show temper time
1457	1	1	0.8696079920382758	film blunt indict part perhap surreal campaign bring kissing trial crime human
1458	0	0	0.4960762330691416	eccentr enough stave doldrum caruso self consciou debut also emin forgett
1459	1	0	0.1333579591257403	biggest problem movi nearli long enough
1460	1	0	0.40231107818254397	film consid approach subject matter calm thought agitprop thin character make failur straight drama
1461	0	0	0.11971781684144284	follow thing entertain bad sound lack climax worst watch seinfeld also film produc look good guy
1462	1	1	0.6119645546021762	polanski look back place see childhood captur free artefact show heartbreakingli drabli
1463	1	0	0.4351835779628113	scare mood omin pervas unknown threat lurk proceed add almost constant mindset suspens
1464	1	1	0.6364210844411539	cox creat fluid mesmer sequenc imag match word nijinski diari
1465	1	1	0.7821751858813455	rich tale time well tell appropri minimum mean
1466	0	0	0.34585519980643137	work lack purpos strong puls
1467	1	0	0.4024214445246086	seem grant need floppi hair self deprec stammer
1468	0	0	0.40587939448987703	much easili dismiss take upscal lifestyl much
1469	0	0	0.48890726985328525	admit semi amus watch robert deniro belt jet jet way equal distast watch sing lyric tonight
1470	0	0	0.289551871304311	embarrass
1471	1	1	0.6447687240063334	hour delic craft film impress achiev spite river sad pour everi frame
1472	0	1	0.7116043062967524	humorless journey philosoph void
1473	1	1	0.9136529214806923	beauti choreograph kitchen ballet simpl absorb
1474	0	0	0.3797976302049688	script boast tart tv-insid humor film trace human empathi
1475	0	0	0.15149053200077386	realli thriller much movi teen laugh groan hiss
1476	0	0	0.22718621987563245	loud brash mainli unfunni high school comedi
1477	0	1	0.5137025783279607	sushi connoisseur macabr
1478	0	0	0.308799834589158	movi obvious labour love howard appear free rein pretenti want
1479	0	1	0.7731991949447793	origin good movi remak make look masterpiec
1480	0	1	0.5032028694032334	talk time bloodi climax arriv still feel enough attach guy care way anoth
1481	0	0	0.4651316022155793	misogynist piec filth attempt pass hip young adult entertain
1482	0	1	0.5631524189117258	overstyl pur mélang sex psycholog drug philosophi sometim entertain sometim indulg never less pure wankeri
1483	0	0	0.20571537691721684	strenuous unfunni showtim deserv hook
1484	1	1	0.6547118628402911	even know outcom seesaw gener fate argument compet lawyer stomach knot suspens legal thriller testimoni wit lend film reson underton tragedi
1485	1	1	0.7083939118301013	becom fascin studi isol frustrat success recreat physic set emot tension papin sister
1486	1	0	0.3551551270112052	pretti school special effort watch movi eventu pay effect stick
1487	1	1	0.7091769599163918	like rap music loath deni tragic loss young man prime talent power movi
1488	0	0	0.33208136469277466	hard put find movi charact unattract odor leon
1489	0	0	0.4648179706357399	lyne latest erot thriller unfaith demonstr far storytel skill erod
1490	0	0	0.30252260594470715	big screen scoobi make silli origin cartoon seem smart well craft comparison
1491	1	1	0.6758344158752855	stori line year old amaro time despair vision corrupt cathol establish
1492	0	0	0.2008638494020305	special thing drag mediocr director clare peplo misunderstand marivaux rhythm mira sorvino limit classic actress
1493	1	1	0.8850616219514884	chicago huge imagin success cast great credit well terrif score attitud spare
1494	0	0	0.3690721675001397	put air hal hartley wannab film vital comic ingredi hilari writer director
1495	0	0	0.3238175004000954	imagin kevin smith blasphem bad boy suburban jersey strip budget sens humor result look vulgar
1496	1	1	0.6538471918832263	scariest guy see summer
1497	0	1	0.5400845255546631	well craft letdown
1498	0	1	0.7887769092828183	normal rohmer talki film fascin move set past reli histor text lose rich character make film memor
1499	0	1	0.7140205209288205	light engag comedi fumbl away almost accumul enjoy crucial third act miscalcul
1500	1	1	0.755718677694751	actor simpli good stori intrigu technic flaw get way
1501	1	1	0.5539037825171831	digit effect remind terri gilliam rudimentari old monti python cartoon cut figur draw photograph past togeth
1502	1	1	0.6723959408283171	find moviego pleasur tini event make person live life half asleep suddenli wake take notic
1503	0	0	0.2910917808187835	friday next lot bluster bite
1504	1	0	0.35139290158149583	much write year psychedel groov gay word realli era justic see
1505	1	1	0.8030160246391079	lapaglia abil convey grief hope work weaver sensit reaction make actor master class
1506	0	0	0.4245536466935774	becom appar franchis best year long past
1507	0	0	0.22447775324424385	buy sham truth routin indi filmmak freundlich make anoth safe movi horribl horribl mediocr
1508	0	0	0.18611449352926715	better wors truth consequ interchang action imbecil mafia toolbag botch routin assign western backwat
1509	0	0	0.26528706983760714	go point nausea
1510	1	1	0.5452822806050769	tone balanc reflect reason
1511	0	0	0.46875368536666434	ambiti naturalist albeit half bake drama abus inner-c autist teen
1512	0	1	0.5621758846552842	want movi time trip version far smoother ride
1513	0	0	0.2374549078623825	film suffer mani excess
1514	1	0	0.3156864736219323	somewher short tremor modern b-scene neither funni clever agreeabl unpretenti way spend minut
1515	0	0	0.045203956376240306	abandon spend minut tri figur cocki pseudo intellectu kid intent leav colleg kill problem end one audienc film seem realli care
1516	1	1	0.7346460833643722	lead doubl life american film come good matter play realist alway fairli
1517	1	1	0.6263046559701684	rom perform cinematographi outstand soundtrack unconvent narr film blazingli aliv admir mani level
1518	1	0	0.36419701990016956	care structur scream conscious tortur unsettl unquestion aliv
1519	1	0	0.4367219539119903	object idea vietnam pictur rah rah patriot tone soldier ultim achiev main strateg object dramat human cost conflict come defin gener
1520	0	0	0.17015782638807833	obviou
1521	0	0	0.23530880050515232	enough melodrama magnolia primavera make pta proud director muccino charact less worthi puccini daytim televis
1522	0	0	0.2423093691189908	documentari much convent lot bore talk head subject matter justic
1523	1	1	0.6060144281311385	hilari acid brit comedi
1524	0	0	0.4821779748135106	forc familiar thoroughli condescend
1525	0	1	0.5740723965927337	top founder perform madonna deni athletic light emphas everi line sag
1526	1	1	0.5561215552331759	high crime steal freeli movi combin enough dispar type film help engag audienc
1527	1	1	0.6574921158089475	indulg slightli sunbak summeri mind sex lucia well prove divert enough
1528	0	0	0.3177642391039224	scatolog action crazi night proctologist apt encount entir career
1529	0	0	0.14709841157884954	curious super trooper suffer enough vice merit minut length
1530	0	1	0.7166724296894033	curl uniqu sport man broom distinctli ordinari
1531	1	1	0.5563454350927478	usual movi rah-rah pleasantli predict deliv low key style director michael apt writer tom stoppard
1532	1	1	0.7158595645606176	noyc film contempl mourn reflect
1533	0	0	0.09997775308993982	loud bore watch trap bad rock concert
1534	1	1	0.6110027839511805	talent actor help moonlight mile rise heart sleev write
1535	0	1	0.6102387838293953	movi absorb charact engag romanc wait see end
1536	1	1	0.7487988400562658	ford deserv rememb oscar time craft wonder portrait conflict soldier
1537	0	1	0.619108382851542	well thorn vinegar simpl human long plunder similar work featur insight punch pictur conspicu lack
1538	1	1	0.5073588315223825	somber film almost complet unreliev comedi wist everyday ironi work poor
1539	0	1	0.5818208645861609	mani allegedli scari movi get tangl twist choke energi right audienc seek frighten
1540	1	1	0.811223680803833	constantli touch surprisingli funni semi-surrealist explor creativ act
1541	1	1	0.5945413715254867	georg clooney prove quit talent director sam rockwel show world class actor confess danger mind
1542	0	0	0.1393630639632192	plod teen remak mechan smell greas plot twist
1543	1	1	0.6976775855760531	wonder hope magic never escap heart boy right movi come along especi begin name star war
1544	0	0	0.39317899565683684	ultim project come across clinic detach uninvolv possibl prompt audienc member wonder point
1545	0	0	0.48373053402061666	definit critic come term ambiti failur
1546	1	1	0.7453899678636015	capabl effect chang inspir hope
1547	0	1	0.6866143715387764	essenti problem orang counti creat unusu vivid set charact worthi strong cast film flounder come give
1548	0	0	0.24962043715900936	like littl crossov appeal much interest elizabethan well rank frustrat know rubbo dumb tactic much ado amic endeavor
1549	1	0	0.4599211180416661	sale reconfortado agradecido genuinament sorprendido
1550	0	0	0.15303999933113951	seagal pain foolish tri hold leav pass chopsocki glori
1551	0	1	0.5067456561461168	cloy voic side stori hell
1552	1	1	0.5626746652432998	art pay homag art
1553	1	0	0.4906962278708603	romant comedi oper rule self contain univers
1554	1	1	0.5093280430541466	shot littl style skin heartfelt achingli real
1555	1	0	0.4353258651564831	highli amus idea come point societi deem import enough make film hire portray richard dawson
1556	1	1	0.5099805796856258	impress flaw effort indic real talent
1557	0	1	0.564678318596654	give real money see perpetr chicago tear apart dingo
1558	1	1	0.8288787665255248	read lip view treasur extraordinari intellig origin well lyric variat game love
1559	1	0	0.14487131878368653	actress find rhythm protect script bad idea awkward
1560	1	1	0.5880596154936258	sad say accur reflect rage alien fuel self destruct mani young peopl
1561	1	1	0.6071310529997521	amaz colleg stori work even vulgar sex scene cuss
1562	1	1	0.8430733107750775	renner perform dahmer unforgett deepli absorb
1563	0	1	0.5425659203474156	probabl prove interest ram dass fan feel parodi mellow peac love side countercultur
1564	1	1	0.6815606936321994	michel piccoli move perform film reason
1565	0	0	0.11275552530578821	imagin thing wors kevin spacey tri irish accent sultri linda fiorentino thing
1566	0	0	0.49506091855802664	everi often movi come along confirm wors fear civil know new guy
1567	0	0	0.2993156200600639	tri think singl good reason see movi even group extemporan shout thank leguizamo final plug irrit charact late movi
1568	0	1	0.5225548200283613	ounc honesti entir product
1569	0	1	0.5045980282778324	gob drivel sickli sweet even eager consum moor pasteur ditti retch rancid crème brûlée
1570	1	1	0.6334492641692266	davi candid archli funni deepli authent take intim relationship come fruition sophomor effort
1571	1	1	0.7386207235434775	addit hoffman power act clinic rare drama offer thought reward glimps sort heartach feel feel someday
1572	1	1	0.7876986617411639	thinli veil look differ aspect chines life clash
1573	1	0	0.4599211180416661	
1574	0	0	0.40004017039061857	movi equival sweati old guy rain coat shop cheap pear
1575	1	1	0.6229564674810618	mark respect summer blockbust thing unadulter thrill genuin laugh
1576	0	0	0.26689939886247116	beyond lame satir teddi bear picnic rank piti direct debut esteem writer actor
1577	1	1	0.6290713410711504	slam bang extravaganza wild woolli wall wall good time
1578	0	0	0.29453783438591646	direct occasion rise level margin compet film hard tell chase
1579	1	0	0.33409229823660525	titl charact nichola nicklebi find reduc circumst also hero remain brightli optimist come end
1580	0	1	0.577082131665468	sever steven soderbergh earlier film hail work artist sadli full frontal play work dilettant
1581	0	1	0.5349386931841071	wordi wisp comedi
1582	0	0	0.21951511919767086	scienc fiction pastich lack origin strip inspir preciou littl leav
1583	0	0	0.23904403481963435	turn potenti interest idea excruci film school experi play better film publicist peopl take mani drug film charact
1584	1	0	0.46680820602259504	tasti appet leav want
1585	0	1	0.5472008619302524	film undon anachronist quick edit occasion jarr glimps modern theater audienc watch event unfold
1586	0	0	0.2119032560720866	particularli good film neither monster one
1587	1	0	0.4252343659349491	huppert show steal make meal channel kathi baker creepi turn repress mother boston public much woman augustin
1588	0	0	0.35153323583872664	sacrific valu wealth archiv foot age less object stanc
1589	1	1	0.6263031827797467	gay straight kiss jessica stein greatest date movi year
1590	1	1	0.8293423218355087	take care cat honestli nice littl film take examin young adult life urban south korea heart mind princip
1591	0	1	0.5184143192792859	pictur clever iron mute peopl intend make shine
1592	0	1	0.5094075999905395	problem antwon fisher screenplay write antwon fisher base book antwon fisher
1593	0	0	0.4635098196191718	nobl failur
1594	0	0	0.4837714068735765	plot straight shelf perform televis calib messag provid solac decept littl creepi
1595	1	1	0.5027127937173639	blith anachronist slyli achronolog
1596	1	1	0.8875482173863106	fill honest perform except detail baran gentl film dramat punch haunt ode human
1597	0	0	0.3166262094939141	ye swim titl mere anne-sophi birot hand way say girl find adolesc difficult wade
1598	1	1	0.5990122019434578	end movi year old nephew say guess come broken famili uncl alien congrat disney job well enjoy much
1599	0	0	0.3264649766702486	godard use charact glorifi term art thing mouthpiec visual motif blank
1600	0	1	0.5202764157685219	last year exemplari sexi beast seem revit british gangster movi equal brutal outing mere sustain
1601	1	1	0.6207391101848213	maker steven spielb much fun decad schlep indiana jone globe search giant misplac ashtray
1602	0	0	0.46899139053998434	first time writer director dylan kidd also good ear dialogu charact sound real peopl
1603	0	1	0.6181552402453193	complic surprisingli predict
1604	0	0	0.29164129625534185	spi kid island lose dream writer director produc robert rodriguez cobbl togeth film feel sugar high go awri
1605	0	0	0.31782053361707224	origin particular dishonor neither exud charm person
1606	1	1	0.7244837022224462	poignant familiar stori young person suspend cultur
1607	1	1	0.8647666250417351	love film shine frame era recreat obviou affect score perfect tasti boogaloo beat
1608	0	0	0.35310683132249104	cliché foreshadow cage manag degre casual realism routin dynamit blethyn
1609	0	0	0.22942328554366495	belong hot tv direct video dvd categori give star rate
1610	1	1	0.5769399748696211	jaglom better effort wri sometim bitter movi love
1611	0	0	0.23393704737324544	mild chuckl surround minut overli familiar poorli construct comedi
1612	1	1	0.5150419281791165	stand document feel new yorker realli human week
1613	0	1	0.5897794973506357	film darker moment becom smooth overwhelm need tender inspir tide especi last cloy moment
1614	1	0	0.44735852491715444	complet spooki piec busi get skin plot blip asid stay durat
1615	0	0	0.19389072017360373	bad movi luckiest viewer seat next ignor pinhead talk show
1616	0	0	0.33646493671083505	master disast piec dreck disguis comedi
1617	0	0	0.4637047535055651	movi major devast flaw relianc formula though quit enough lessen overal impact movi
1618	0	0	0.2170524058385694	dull see eddi murphi genial rogu shtick death plot equal hackney
1619	1	1	0.622734809069662	photograph marvel sort certainli invalu record special fishi commun
1620	1	1	0.5948518219416996	movi enter realm non-porn film ventur come across darkli funni energet surprisingli gentl
1621	0	0	0.36773667383368963	zinger asid write indiffer jordan bradi direct prosaic
1622	1	1	0.6619389115899768	uniqu nich self critic scene navel gaze kaufman carv orlean stori infinit insecur work outstand origin
1623	1	1	0.8229750985009703	funni human realli pretti dam wonder
1624	0	1	0.5266087039564572	watch chemistri freeman judd howev almost make movi worth see almost
1625	0	1	0.7653312378545366	entertain love overinfl mytholog longer recogn need moviego real charact compel plot
1626	1	1	0.560812913008718	happi throwback time cartoon cinema idiosyncrat form instead predict
1627	1	1	0.5733193968148823	great parti
1628	0	0	0.3222461541059061	particularli joyless exceedingli dull period come age tale
1629	0	0	0.32791382181640055	actor rock aptli name
1630	1	1	0.9080879834155221	emot strong polit potent piec cinema
1631	1	1	0.5427219930043251	kaufman jonz take huge risk ponder whole notion passion desir human passion life empti feel miss
1632	0	0	0.05423511570650402	de palma bad realli bad femm fatal rank worst
1633	1	1	0.5539783650221662	tsai ming liang ghost pain awar
1634	0	0	0.1446023836458031	empti purposeless exercis
1635	0	1	0.6271005063703016	mani laugh interest studi cultur georgian jew tel aviv
1636	1	1	0.6108667778609295	vividli demonstr director holli wood blockbust patriot game still turn small person film emot wallop
1637	0	0	0.4260485639830248	impenetr insuffer ball pseudo philosoph twaddl
1638	1	1	0.5569255094322869	movi soft percol magic deadpan suspens
1639	1	1	0.6371615237955999	film determin treat charact weak strong fallibl human caricatur care delin cost inevit conflict human urg institut concern self preserv
1640	0	0	0.47126964356793727	movi desper miscalcul give poor dana carvey realli funni expect laugh act goofi time
1641	1	1	0.7093356268511715	dazzl sugar sweet blast shallow magnific sex scandal choru line danger damsel deliv
1642	1	1	0.7395592200658342	mark pellington latest pop thriller kooki overeag spooki subtli love myth
1643	1	1	0.6634826820778346	spider man deliv suspect deliv
1644	0	1	0.5369717889459235	surpris tradit thriller moder success complet satisfi exactli genteel unsurpris execut turn
1645	0	1	0.530457960134489	rare sex screen aggress anti-erot
1646	0	0	0.21804623121247918	movi essenti seri fleetingli interest actor moment
1647	1	0	0.47098596896669903	parker sustain buoyant energi level film citi begin countri conclus
1648	0	1	0.590654998015856	meyj movi max rothman futur work
1649	1	1	0.625691955403041	less examin neo-naz probe natur faith
1650	1	1	0.7570858660775251	toni gayton script give see director caruso grimi visual veneer kilmer absorb perform increas gravit pull consider
1651	0	0	0.4836767234834635	show holm screen presenc becom major leagu lead ladi movi underachiev psycholog mysteri take sweet time build climax scarc surpris time arriv
1652	0	0	0.38462148555402986	perri fist bull moor farm matter time get upper hand matter heart
1653	0	0	0.28226296941059725	contain humor character poignanc intellig bad sitcom
1654	0	0	0.2836627208473658	resurrect halloween franchis better dead
1655	0	1	0.5841130371100159	mean much play skew ever get hold entertain
1656	1	1	0.6690456310973294	unmistak easi joie de vivr
1657	1	1	0.6574050696709669	work level certainli worth see least
1658	0	0	0.4177203858136855	tri hard funni way loud goofi short attent span
1659	1	1	0.5027253836777	mere watch histori engulf
1660	1	1	0.7645729575960729	gangster solid satisfi fare adult
1661	0	0	0.2816949266657398	bland utterli forgett well titl gener jennif lopez romant comedi
1662	1	1	0.5764141023800269	often infuriatingli glib postur make great evid care manag deliv man way arous curios even unknow viewer
1663	0	1	0.5297710682871967	slick piec cross promot
1664	1	1	0.5547821615427456	mama take bit long find rhythm third act plot develop somewhat melodramat ribald humor touch nostalgia sure pleas search jule jim new millennium
1665	0	0	0.32328949654530814	feel school special guss fanci special effect watch rote plot point connect excit gaze egg timer minut
1666	1	1	0.7975143623815297	perform absolut joy
1667	1	1	0.8967157987797337	hashiguchi vividli captur way young japanes live chaf cultur manic mix millenni brusqu undi tradit politess
1668	0	0	0.28819321635966155	loquaci dreari piec busi
1669	1	1	0.7312899732903251	fuller sure call gutsi time exhilar movi great yarn
1670	0	0	0.4477124007257282	mani improb rise color situat temper impact film
1671	1	1	0.5584532506314052	trick watch godard catch pitch poetic savor pleasur sound imag ponder histor philosoph ethic issu intersect
1672	0	0	0.484301707905012	audienc find mention polit prison persecut paint castro regim less saintli tone
1673	0	0	0.29582123646930497	movi hold captiv mediocr bad good bacon keep thing interest go way pay full price
1674	0	0	0.4542284474184163	modern day charact nowher near vivid centuri one
1675	1	1	0.6732109985658284	laugh tuba play dwarf roll hill trash chuckl thought ancient librarian whack certain part man bodi answer ye mean enjoy new guy
1676	0	0	0.2915176746571767	mostli tire retread sever mob tale
1677	0	0	0.30784286058495774	cold pretenti thoroughli dislik studi sociopathi
1678	1	0	0.4903074556390338	quit deliv sucker punch impact greater director zhang last film cuddli shower non-threaten multi-charact piec center public bath hous
1679	0	0	0.490092203623409	resurrect mani
1680	1	1	0.7896248794922517	movi thrill touch make laugh well
1681	1	1	0.5464024728013185	meyj homework soak jazzi new revisionist theori origin nazi polit aesthet
1682	1	1	0.6085157995756019	help lil bow wow tone pint size gangsta act play resembl real kid
1683	0	0	0.4493610150656396	far clever half howard film realli seri string togeth moment space fill fantasi daydream memori fantast visual trope anoth
1684	0	0	0.12528399181830788	seem long convolut ploy get man drag period drag less
1685	1	0	0.4984769058980816	ingeni film comedi john malkovich
1686	1	1	0.6733140291190508	intim panoram
1687	0	0	0.4632748676691413	go long moviego anxiou see strang young guy strang guy thing
1688	1	1	0.7831754969753428	enjoy frothi date movi
1689	0	0	0.38648920597767766	davi want caus audienc epiphani refus give real situat charact
1690	1	0	0.3489491947303456	get root psycholog film requir mani session couch dr freud
1691	1	1	0.5410448718913883	solondz creat effect moment discomfort charact viewer alik
1692	1	1	0.5067114187977718	exercis chill style twohi film sub insid eye preserv sens mysteri
1693	0	1	0.684478511769825	tadpol emblemat witless ageism afflict film young cool young cool
1694	0	0	0.46959887013611423	admit egomaniac evan hollywood villain grat showcas almost make wish go way simpson
1695	1	1	0.5305936271217151	minut treasur planet maintain brisk pace race familiar stori howev lack grandeur epic qualiti often associ stevenson tale well earlier disney effort
1696	0	0	0.4452905283924719	exampl type project robert redford lab will lend imprimatur perhap time rethink independ film
1697	1	1	0.8953244116892182	katz use archiv footag horrifi document lynch still photograph charm old reel reel record meeropol entertain child creat song histori power song
1698	0	0	0.23521868681762298	appeal vulgar sexist racist humour go head consid low brow perhap snuck foot
1699	1	1	0.567854612155901	shanghai ghetto dramat roman polanski pianist compassion spirit soar everi bit high
1700	1	1	0.6965042976968198	manga like heroin fight back abus energet satisfi deep psycholog
1701	1	1	0.7683515529566994	year weirdli engag unpredict charact piec
1702	1	1	0.672519663615319	somehow ms griffith mo pryce bring wild welsh whimsi
1703	0	1	0.5110750383106224	enjoy hing person threshold watch sad endear charact extrem unconvent thing
1704	0	1	0.5478901890378084	hard think recent movi work hard achiev littl fun
1705	0	0	0.49579917276821645	product detail lavish film littl insight histor period artist particularli sand develop notori reput
1706	0	0	0.45243725427609865	origin enough
1707	1	1	0.5216029650663114	movi jolt seat coupl time give laugh leav feel worth buck even turn bit cheat end
1708	0	0	0.3698420733960321	exactli fight ah ye fight urg doze
1709	1	1	0.7576938011590975	best underst perform jack nicholson career
1710	1	0	0.43458801828284294	borrow bit classic wait dark extrem term style movi class
1711	0	0	0.2729986925180897	sometim make less sens bruckheimeresqu american action flick emul
1712	0	0	0.2526787036541599	recogn zeu dog snatch make wish home watch movi instead theater watch one
1713	1	1	0.7527510531410981	cat meow mark return form director peter bogdanovich
1714	0	1	0.7106871596205795	go see hunger cat peopl find littl new tasti perform vincent gallo lift tale cannib lust ordinari
1715	1	1	0.662651930240759	tour de forc drama astonishingli pivot role imagin soul develop rowdi teenag
1716	1	1	0.664802348126261	imagin comedi thriller
1717	1	1	0.7470883956690134	concert footag stir record session intrigu way strike blow artist integr qualiti band pick new admir
1718	1	1	0.5339320769936375	film love letter slain rapper taunt call justic crime mani yet recov
1719	1	1	0.6309940933122374	stock silver bullet director neil marshal intens freight train film
1720	0	0	0.2661230286784503	leblanc make spectacularli ugli look broad appear miser swagger scene
1721	1	1	0.612457517817046	rise oh hollywood rejigg convent direct give film soul unabash sens good old fashion escap
1722	1	1	0.6895025872225352	creepi intermitt power studi self destruct man unsettl watch exploratori medic procedur autopsi
1723	1	1	0.5479009816513046	capabl nailbit
1724	0	1	0.5960397428824142	cultur head toilet feroc freez burrito night tequila bender know see jackass movi
1725	0	1	0.7504045798682853	aton estrogen opera demon femin gift sympathet male piec nice vomit bath wed
1726	0	1	0.523067522023052	danish idea good time prospect tourist want consid differ destin jolli countri embroil bloodi civil war perhap
1727	0	0	0.4599211180416661	feebl tootsi knockoff
1728	1	0	0.3965700284183703	superior horror flick
1729	1	0	0.3028051049032053	vista sweep act far pain
1730	0	0	0.22074720424637012	freddi finger major releas pain sit
1731	1	1	0.8309600920407941	execut date close documentari give especi poignant portrait friendship never flag legal investig david presson
1732	1	1	0.7532317674883398	kiss jessica stein ami orgasm key strength willing explor princip charact honesti insight humor
1733	0	0	0.24743796318802772	combin standard stiff tv-style anim snazzi look digit effect littl disguis fact charact bare move
1734	0	0	0.17668019514262356	problem film deriv screenplay rather mediocr perform actor involv
1735	1	1	0.720430339976355	eye boggl blend psychedel devic special effect background spi kid visual treat audienc
1736	1	1	0.7915289807416132	touch small scale stori famili respons care commun
1737	1	0	0.39370689770893214	mostli martha use littl trim minut cut one notic pleasur trifl pain feel credit roll stomach grumbl tasti grub
1738	0	0	0.38058662759968254	exploit substanti collect fear nuclear holocaust gener cheap hollywood tension
1739	1	1	0.7907038896330986	hatfield hick make oddest coupl sens movi becom studi gambl publish world offer case studi exist apart movi polit ramif
1740	1	1	0.7385577518535656	sad superior human comedi play back road life
1741	0	1	0.6420248873110279	origin rob element surpris huge laugh stori irrespons cop love play prank
1742	1	1	0.8004222783456568	eric schweig graham green exud air digniti perfect proud warrior still linger soul charact
1743	0	1	0.578315234780948	difficult longtim admir work sweep invinc overlook drawback
1744	1	1	0.5790077285530947	interest psycholog game cat mous dimension charact believ perform add satisfi crime drama
1745	0	0	0.24998384113499297	lead produc adequ perform miss materi depth feel
1746	1	1	0.5713300307284724	get imag big papa span histori rather suspend
1747	0	0	0.22980300567697037	swiftli deterior terribl obviou melodrama rough hewn vaniti project lead actress andi macdowel
1748	1	1	0.5067907999327487	never laugh loud funni frequent amus
1749	1	1	0.676192123392975	decad marvel disney render water snow flame shadow hand draw anim world prepar marvel
1750	1	1	0.500115424895589	give shout
1751	1	1	0.7615165932916669	bold subvers film cut grain popular power high tech age speak truth spellbind imageri entranc music philip glass
1752	0	0	0.19481687442842852	rememb last time see wors stunt edit cheaper action movi product valu extrem op
1753	1	1	0.7612037782316883	uplift funni wise
1754	0	0	0.1691343409165264	predict outcom globetrott gener game juwanna mann even ludicr expect guy a-dress genr person low involv
1755	1	1	0.5475713157945351	full cheesi dialogu great trashi fun final return de palma pulpi thriller earli
1756	0	0	0.23404554957700602	mckay show crushingli littl curios ill equip examin interior life charact film much less incorpor narr
1757	0	0	0.4366264273591531	screenplay jame eric jame horton director peter o'fallon pat make tooth hurt
